Agreement,Agreementname,ACCT,Territory,Region,TransactionDate,EE,ND,SD,GR,WW,Other,TOTAL,DOCS,AccountName,QuotaEE,QuotaND,QuotaSD,QuotaGR,QuotaWW,QuotaOther,LastYearEE,LastYearND,LastYearSD,LastYearGR,LastYearWW,LastYearOther,Year,Period
    ,,239710,QUE2 ,Quebec,6/19/2020,0,62.52,0,0,0,0,62.52,5,CLINIQUE PODIATRIQUE DES CHUTES,0,196.58,0,0,0,0,0,190.85,0,0,0,0,2020,6
258,The Sonova Group - Unitron Hearing Aids           ,236939,CORP1,central,6/19/2020,0,24482.76,0,0,0,0,24482.76,3703,PHONAK CANADA - RET,0,50232.64,0,0,0,0,0,48769.55,0,0,0,0,2020,6
190,Hoya Lens Canada Inc.                             ,238364,CORP2,Atlantic,6/19/2020,0,282.66,0,0,0,0,282.66,24,VISION TECH LABS PEI,0,580.1,0,0,0,45.53,0,563.2,0,0,0,44.2,2020,6
273,Western Dental                                    ,180295,WEST ,west,6/19/2020,0,536.66,0,0,0,14.13,550.79,38,SHAW LABORATORIES,0,1399.95,0,0,0,5.25,0,1359.17,0,0,0,5.1,2020,6
    ,,180226,WEST ,west,6/19/2020,0,155.28,0,0,0,7.92,163.2,9,WINNIPEG CROWN & BRIDGE,0,234.98,0,0,0,7.88,0,228.14,0,0,0,7.65,2020,6
608,Hilco Canada                                      ,247827,QUE1 ,central,6/19/2020,0,8.13,0,0,0,0,8.13,1,HILCO CANADA RETURNS,0,7.8,0,0,0,0,0,7.57,0,0,0,0,2020,6
787,Ferraro Ortho Ltd                                 ,99761,ONTA ,central,6/19/2020,0,677.32,0,0,0,0,677.32,47,FERRARO ORTHO LTD.,0,2731.79,0,0,0,0.88,0,2652.22,0,0,0,0.85,2020,6
151,Esthétik-Art Laboratoire Dentaire Inc             ,202550,QUE2 ,Quebec,6/19/2020,0,475.08,0,0,0,16.15,491.23,27,LAB ESTHETIK ART INC.,0,762.84,0,0,0,126.95,0,740.62,0,0,0,123.25,2020,6
190,Hoya Lens Canada Inc.                             ,235136,CORP2,west,6/19/2020,0,3121.4,0,0,0,0,3121.4,194,"HOYA VISION CARE, WINNIPEG",0,4934.04,0,0,0,0,0,4790.33,0,0,0,0,2020,6
257,Bernafon Canada Ltd                               ,232541,CORP2,central,6/19/2020,0,14146.62,0,1680.12,0,228.7,16055.44,138,DIATEC CANADA,0,22285.71,0,2235.12,0,555.94,0,21636.61,0,2170.02,0,539.75,2020,6
403,Sennheiser Canada Inc.                            ,99859,QUE1 ,Quebec,6/19/2020,0,618.4,0,0,0,2.55,620.95,33,SENNHEISER CANADA INC.,0,1875.51,0,0,0,7.57,0,1820.88,0,0,0,7.35,2020,6
257,Bernafon Canada Ltd                               ,216720,CORP2,central,6/19/2020,0,22686.47,0,0,0,33,22719.47,1378,BERNAFON - EARMOULDS,0,48853.93,0,0,0,286.34,0,47431,0,0,0,278,2020,6
56,Essilor                                           ,115707,QUE1 ,central,6/19/2020,0,9537.64,0,0,0,113.44,9651.08,818,ESSILOR CANADA,0,20227.62,1223.32,0,0,12.21,0,19638.47,1187.69,0,0,11.85,2020,6
920,Shaw Group Labs                                   ,211520,CORP1,Quebec,6/19/2020,0,265.75,0,0,0,0.85,266.6,30,SHAW DENTAL LABORATORY INC.,0,1318.19,0,0,0,6.13,0,1279.8,0,0,0,5.95,2020,6
258,The Sonova Group - Unitron Hearing Aids           ,179825,CORP1,central,6/19/2020,0,64078.24,0,315.71,0,96.2,64490.15,87,PHONAK CANADA,0,104337.89,0,985.28,0,115.93,0,101298.92,0,956.58,0,112.55,2020,6
    ,,219084,ONTA ,central,6/19/2020,0,114.75,0,0,0,0,114.75,7,VISIONVILLE INC,0,359.86,0,0,0,0,0,349.38,0,0,0,0,2020,6
56,Essilor                                           ,115897,QUE1 ,Quebec,6/19/2020,0,2902.32,0,0,0,4.3,2906.62,394,ESSILOR CANADA (QUEBEC),0,5414.57,0,0,0,11.33,0,5256.86,0,0,0,11,2020,6
98,Optique Sher-Lab Inc.                             ,116296,QUE1 ,Quebec,6/19/2020,0,13691.72,0,0,0,333.1,14024.82,817,OPTIQUES SHER-LAB INC,0,25933.81,0,0,0,3.45,0,25178.46,0,0,0,3.35,2020,6
    ,,96288,WEST ,west,6/19/2020,0,508.85,0,0,0,10.06,518.91,29,DOCTORS OPTICAL LAB INC.,0,796.8,0,0,0,0,0,773.59,0,0,0,0,2020,6
    ,,233442,ONTC ,central,6/19/2020,0,446.8,0,0,0,0,446.8,39,VISIONTECH LABS WINDSOR,0,608.13,0,0,0,0,0,590.42,0,0,0,0,2020,6
612,FYIdoctors                                        ,206560,BC1  ,central,6/19/2020,0,283.99,0,0,0,0,283.99,27,FYI EYE CARE SERVICES AND PRODUCTS,0,365.69,0,0,0,0,0,355.04,0,0,0,0,2020,6
190,Hoya Lens Canada Inc.                             ,99232,CORP2,west,6/19/2020,0,855.11,0,0,0,0,855.11,90,NOVA OPTICAL LABS LTD.,7.57,1709.93,0,0,0,6.7,7.35,1660.13,0,0,0,6.5,2020,6
612,FYIdoctors                                        ,95723,BC1  ,Quebec,6/19/2020,0,116.49,0,0,0,0,116.49,10,VISIQUE OUTREMONT,0,131.9,0,0,0,0,0,128.06,0,0,0,0,2020,6
    ,,115824,QUE1 ,Quebec,6/19/2020,0,485.11,0,0,0,9.05,494.16,17,LES LABORATOIRES TURCOT ET OLIVIER,0,618.38,0,0,0,13.08,0,600.37,0,0,0,12.7,2020,6
933,Baluke Dental Studios Inc                         ,99783,ONTA ,central,6/19/2020,0,807.15,0,0,0,16.67,823.82,22,BALUKE DNTL.STUDIOS INC.,0,2092.88,0,0,0,6.7,0,2031.92,0,0,0,6.5,2020,6
191,Luxottica Canada Inc.                             ,229774,CORP2,Quebec,6/19/2020,0,905.72,0,0,0,46.88,952.6,31,LUXOTTICA,922.66,1350.29,0,0,0,0,895.79,1310.96,0,0,0,0,2020,6
612,FYIdoctors                                        ,174413,BC1  ,Quebec,6/19/2020,0,70.23,0,0,0,0,70.23,7,VISIQUE GALERIES DE LA CAPITALE,0,381.36,0,0,0,11.33,0,370.25,0,0,0,11,2020,6
    ,,160438,ONTA ,Quebec,6/19/2020,0,185.37,0,0,0,0,185.37,9,CENTRAL DENTAL LAB,10.82,1209.7,0,0,0,0,10.5,1174.47,0,0,0,0,2020,6
143,C & C Optical Laboratories Inc.                   ,208950,ONTA ,central,6/19/2020,0,1424.33,0,0,0,1.16,1425.49,133,C & C OPTICAL LABORATORIES INC.,0,4526.15,0,0,0,0,0,4394.32,0,0,0,0,2020,6
474,Fashion Excellent Co.                             ,217288,ONTA ,central,6/19/2020,0,547.57,0,0,0,0,547.57,35,HONGLI INT'L ENTERPRISE LTD.,0,387.51,0,0,0,0,0,376.22,0,0,0,0,2020,6
15,Club Dental Laboratories                          ,247373,ONTA ,central,6/19/2020,0,104.76,0,0,0,0.85,105.61,14,CLUB DENTAL LABORATORIES,0,1594.16,0,0,0,24.72,0,1547.73,0,0,0,24,2020,6
    ,,224792,ONTC ,central,6/19/2020,0,168.58,0,0,0,0.76,169.34,8,MONARCH WEALTH CORP.,59.69,740.92,0,0,0,0,57.95,719.34,0,0,0,0,2020,6
56,Essilor                                           ,115850,QUE1 ,Quebec,6/19/2020,0,1448.13,0,0,0,10.69,1458.82,358,ESSILOR CANADA,0,2239.96,4387.3,0,0,7.71,0,2174.72,4259.51,0,0,7.49,2020,6
    ,,246695,ONTC ,central,6/19/2020,0,62.23,0,0,0,0,62.23,5,CHOICE ORTHO LAB,0,33.28,0,0,0,10.84,0,32.31,0,0,0,10.52,2020,6
    ,,247034,QUE2 ,Quebec,6/19/2020,0,92.44,0,0,0,61.13,153.57,5,HUB INTERNATIONAL QUEBEC LTE,0,300.37,0,0,0,3.5,0,291.62,0,0,0,3.4,2020,6
230,CENTENNIAL OPTICAL LTD.                           ,152360,CORP1,central,6/19/2020,0,9.13,0,0,420.7,0,429.83,5,CENTENNIAL OPTICAL - US/INT'L,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
56,Essilor                                           ,234927,QUE1 ,central,6/19/2020,0,1876.89,0,0,0,27.46,1904.35,201,RIVERSIDE OPTICALAB LIMITED,0,4009.68,234.53,0,0,70.05,0,3892.89,227.7,0,0,68.01,2020,6
    ,,237768,ONTA ,central,6/19/2020,0,1171.97,0,0,0,27.88,1199.85,18,ABUTMENTS INTERNATIONAL INC.,0,1650.16,0,0,0,11.33,0,1602.1,0,0,0,11,2020,6
    ,,247881,QUE1 ,Quebec,6/19/2020,0,435.25,0,0,0,0,435.25,12,MANUFACTURIER SANDOZ INC.,0,649.97,0,0,0,0,0,631.04,0,0,0,0,2020,6
643,Maui Jim Canada                                   ,229414,CORP1,central,6/19/2020,628.15,31131.35,0,0,0,1350.73,33110.23,80,MAUI JIM CANADA,0,78775.2,0,0,0,775.95,0,76480.78,0,0,0,753.35,2020,6
230,CENTENNIAL OPTICAL LTD.                           ,174740,CORP1,central,6/19/2020,0,1435.03,0,0,0,0,1435.03,156,RX CENTRE,0,2833.22,57.78,0,0,22.66,0,2750.7,56.1,0,0,22,2020,6
612,FYIdoctors                                        ,245073,BC1  ,central,6/19/2020,0,138.65,0,0,0,0,138.65,15,FYIDOCTORS - NEW MARKET,0,313.37,0,0,0,11.33,0,304.24,0,0,0,11,2020,6
    ,,249652,WEST ,west,6/19/2020,0,0,0,0,0,60,60,1,INSIGHT INSURANCE AND RISK MANAGEME,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
44,Cameo Cartier (GR Aspex) (Air)                    ,157103,QUE1 ,Quebec,6/19/2020,0,110.53,0,0,0,5.09,115.62,10,GROUPE ASPEX INC.,0,117.57,0,0,0,0,0,114.15,0,0,0,0,2020,6
    ,,248175,ONTC ,central,6/19/2020,0,406.03,0,14.75,0,0,420.78,33,ELITE DENTAL LAB CO-OP,0,1331.45,0,29.15,0,0,0,1292.67,0,28.3,0,0,2020,6
56,Essilor                                           ,99139,QUE1 ,west,6/19/2020,0,27225.05,0,0,0,1263.09,28488.14,1136,NIKON,4.33,44665.73,4227.76,78.81,0,0,4.2,43364.79,4104.62,76.51,0,0,2020,6
27,Safilo Canada                                     ,211309,QUE2 ,Quebec,6/19/2020,0,1853.7,0,0,0,28.7,1882.4,17,SAFILO CANADA,0,9009.25,0,0,0,134.98,0,8746.84,0,0,0,131.05,2020,6
634,Audace Lunette                                    ,244288,QUE1 ,Quebec,6/19/2020,267.98,1143.48,0,0,0,29.53,1440.99,17,AUDACE - MOOD,209.71,4433.99,0,0,0,95.79,203.6,4304.84,0,0,0,93,2020,6
612,FYIdoctors                                        ,239574,BC1  ,central,6/19/2020,0,151.59,0,0,0,0.85,152.44,16,FYIDOCTORS ST. CATHARINES,0,502.38,0,0,0,11.33,0,487.75,0,0,0,11,2020,6
207,Premier Orthotics Lab                             ,248952,ONTC ,central,6/19/2020,0,418.24,0,0,0,2,420.24,29,PREMIER ORTHOTICS LAB,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
156,Walman Optical Canada Ltd                         ,248683,CORP1,central,6/19/2020,0,10899.35,0,0,0,502.64,11401.99,1092,WALMAN OPTICAL CANADA LTD.,0,20790.92,0,0,0,48.31,0,20185.36,0,0,0,46.9,2020,6
    ,,232362,ONTA ,central,6/19/2020,0,1151.21,0,0,0,170.36,1321.57,14,INSURANCE SUPERMARKET,0,8447.07,0,0,0,1123.22,0,8201.04,0,0,0,1090.5,2020,6
    ,,99822,ONTC ,central,6/19/2020,0,341.57,0,0,0,0,341.57,13,QUANTUM DENTAL LAB,0,620.49,0,0,0,4.38,0,602.42,0,0,0,4.25,2020,6
14,Lunetterie New Look                               ,96690,QUE1 ,west,6/19/2020,0,61.23,0,0,0,0,61.23,5,IRIS STORE #636,0,165.18,0,0,0,0,0,160.37,0,0,0,0,2020,6
880,Prairie Ophthalmics (1988) Inc.                   ,98816,WEST ,west,6/19/2020,0,2000.52,0,0,0,47.44,2047.96,60,PRAIRIE OPHTHALMICS 1988 INC.,0,3716.66,0,0,0,0.88,0,3608.41,0,0,0,0.85,2020,6
742,Dynacare Insurance Solutions                      ,187318,ONTA ,central,6/19/2020,0,8729.46,0,0,0,193.47,8922.93,64,DYNACARE INSURANCE SOLUTIONS,0,3602.78,0,0,0,6.7,0,3497.84,0,0,0,6.5,2020,6
56,Essilor                                           ,174401,QUE1 ,central,6/19/2020,0,857.24,0,0,0,0,857.24,119,ESSILOR CANADA,0,1456.2,0,0,0,0,0,1413.79,0,0,0,0,2020,6
615,Prestilux Inc.                                    ,225477,QUE1 ,Quebec,6/19/2020,0,43759.92,0,36461.41,0,2267.77,82489.1,67,PRESTILUX INC,0,57859.23,0,33822.71,0,2372.06,0,56174.01,0,32837.58,0,2302.97,2020,6
    ,,180259,QUE1 ,Quebec,6/19/2020,0,174.1,0,0,0,0.85,174.95,11,LABORATOIRE DENTAIRE SUMMUM INC,0,1474.63,0,0,0,42.9,0,1431.68,0,0,0,41.65,2020,6
190,Hoya Lens Canada Inc.                             ,111520,CORP2,central,6/19/2020,387.51,50820.84,0,297.06,0,902.85,52408.26,1829,HOYA LENS CANADA INC.,1.08,100219.04,850.64,386.85,0,2775.55,1.05,97300.04,825.86,375.58,0,2694.71,2020,6
56,Essilor                                           ,246194,QUE1 ,west,6/19/2020,0,1455.24,0,0,0,28.73,1483.97,146,RIVERSIDE CALGARY,0,1816.81,0,0,0,0,0,1763.89,0,0,0,0,2020,6
812,HearSmart Solutions Inc.                          ,237875,BC1  ,west,6/19/2020,0,316.8,0,0,0,6.51,323.31,23,HEARSMART SOLUTIONS INC.,0,1578.22,0,0,0,18.03,0,1532.25,0,0,0,17.5,2020,6
    ,,238033,ONTA ,Quebec,6/19/2020,0,101.42,0,0,0,0,101.42,9,VISION DENTAL LABORATORY,0,589.37,0,0,0,0,0,572.2,0,0,0,0,2020,6
910,Dental Services Group                             ,99495,ONTA ,central,6/19/2020,0,790.47,0,0,0,2.59,793.06,43,DENTAL SERVICES GROUP,0,2357.25,0,0,0,0,0,2288.59,0,0,0,0,2020,6
56,Essilor                                           ,115679,QUE1 ,west,6/19/2020,21.8,4365.23,0,0,0,77.39,4464.42,531,ESSILOR CANADA,12.24,9458.06,6795.39,0,0,6.12,11.88,9182.58,6597.47,0,0,5.94,2020,6
56,Essilor                                           ,115860,QUE1 ,Quebec,6/19/2020,0,1807.11,0,0,0,1.84,1808.95,223,LABORATOIRE OPTIQUE DE HULL,0,2766.96,0,0,0,72.1,0,2686.37,0,0,0,70,2020,6
617,Canpar - Head Office                              ,225851,999,central,6/19/2020,0,0,0,0,0,300,300,3,CANPAR THUNDER BAY,0,0,0,0,0,412,0,0,0,0,0,400,2020,6
329,MILIDENT INC.                                     ,241745,QUE1 ,Quebec,6/19/2020,0,426.27,0,0,0,16.61,442.88,18,MILITECH,0,1317.5,0,0,0,0,0,1279.13,0,0,0,0,2020,6
56,Essilor                                           ,222373,QUE1 ,central,6/19/2020,7.63,461.27,0,0,0,17.7,486.6,45,RIVERSIDE OPTICALAB,17.3,309.79,0,0,0,4.28,16.8,300.77,0,0,0,4.16,2020,6
474,Fashion Excellent Co.                             ,180257,ONTA ,central,6/19/2020,0,1265.83,0,15.09,0,26.35,1307.27,56,FASHION EXCELLENT CO.,0,3199.31,216.51,0,0,0,0,3106.13,210.2,0,0,0,2020,6
731,Dens N Dente Dental Supplies                      ,234202,ONTA ,central,6/19/2020,0,5985.22,0,1642.53,0,396.39,8024.14,69,DENS N DENTE DENTAL SUPPLIES,0,6913.94,0,3090.74,0,430.03,0,6712.56,0,3000.72,0,417.5,2020,6
602,Siemens Hearing Instruments Inc. (Inbound)        ,249419,CORP1,central,6/19/2020,0,1651.47,0,0,0,6.5,1657.97,45,HEAR.COM - TELEAUDIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
134,I N Vision Optical Inc                            ,200849,ONTA ,central,6/19/2020,0,1267.35,0,0,0,7.58,1274.93,66,I N VISION,0,2888.3,0,0,0,0,0,2804.17,0,0,0,0,2020,6
    ,,212707,ONTA ,central,6/19/2020,0,277.41,0,0,0,0,277.41,21,SMILE  TECH DENTAL LABORATORY,0,1396.22,0,0,0,0,0,1355.55,0,0,0,0,2020,6
    ,,99985,ATL1 ,Atlantic,6/19/2020,0,589.26,0,0,0,0,589.26,34,HUB DENTAL LAB LTD.,0,1314.38,0,0,0,2.63,0,1276.1,0,0,0,2.55,2020,6
222,Carl Ziess Optical Inc.                           ,117934,CORP1,Quebec,6/19/2020,0,3882.71,0,0,0,6.51,3889.22,435,CARL ZEISS VISION INC.,0,6344.03,0,0,0,60.77,0,6159.25,0,0,0,59,2020,6
    ,,116906,ONTC ,central,6/19/2020,0,4402.09,0,61.39,0,293.93,4757.41,21,LEVITT SAFETY LTD. / RX LAB,0,5399.97,0,0,0,366.01,0,5242.69,0,0,0,355.35,2020,6
    ,,207004,ONTC ,central,6/19/2020,0,92.88,0,0,0,0,92.88,8,MACKENZIE MEDICAL,0,997.66,0,0,0,6.7,0,968.6,0,0,0,6.5,2020,6
    ,,99367,ONTA ,central,6/19/2020,0,233.03,0,0,0,0,233.03,17,M.N.T. DENTAL LAB,0,459.69,0,0,0,0,0,446.3,0,0,0,0,2020,6
655,BNA Logistics                                     ,229674,ONTC ,central,6/19/2020,0,17349.15,0,19.72,0,6.5,17375.37,59,LPG INVENTORY SOLUTIONS,0,19705.17,0,0,0,13.39,0,19131.23,0,0,0,13,2020,6
    ,,213216,WEST ,west,6/19/2020,0,185.64,0,0,0,0,185.64,16,ULTRA-TECH,0,800.2,0,0,0,6.7,0,776.89,0,0,0,6.5,2020,6
742,Dynacare Insurance Solutions                      ,30287,ONTA ,west,6/19/2020,0,5726.31,0,0,0,320.66,6046.97,26,DYNACARE,0,1523.52,0,0,0,0,0,1479.15,0,0,0,0,2020,6
    ,,24113,ONTC ,central,6/19/2020,0,0,0,0,0,60,60,1,MORISON INSURANCE,468.14,0,0,0,0,0,454.5,0,0,0,0,0,2020,6
230,CENTENNIAL OPTICAL LTD.                           ,108842,CORP1,central,6/19/2020,0,1620.33,0,0,0,55,1675.33,33,UTMC CANADA (MISSISSAUGA),0,4648.32,0,0,0,99.4,0,4512.93,0,0,0,96.5,2020,6
612,FYIdoctors                                        ,153383,BC1  ,west,6/19/2020,0,143.09,0,0,0,0,143.09,13,FYI EYE CARE SERVICES AND PROD INC.,0,225.75,0,0,0,0,0,219.17,0,0,0,0,2020,6
    ,,128624,WEST ,west,6/19/2020,0,368.19,0,0,0,1.04,369.23,27,HARMONY CERAMIC DENTAL,0,1203.09,0,0,0,14.11,0,1168.05,0,0,0,13.7,2020,6
258,The Sonova Group - Unitron Hearing Aids           ,249031,CORP1,central,6/19/2020,0,5070.44,0,0,0,0,5070.44,829,UNITRON HEARING CANADA - RETURNS,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
164,Image Dental Laboratory                           ,99685,ONTA ,central,6/19/2020,0,154.63,0,0,0,1,155.63,13,IMAGE DENTAL LABORATORY,0,3461.85,0,0,0,0,0,3361.02,0,0,0,0,2020,6
230,CENTENNIAL OPTICAL LTD.                           ,99176,CORP1,central,6/19/2020,8567.51,53325.17,0,0,0,778.12,62670.8,111,CENTENNIAL OPTICAL,1210.17,112433.53,3959.28,139.41,0,890.69,1174.92,109158.77,3843.96,135.35,0,864.75,2020,6
258,The Sonova Group - Unitron Hearing Aids           ,99071,CORP1,central,6/19/2020,0,713.63,0,0,0,57.8,771.43,104,UNITRON HEARING CANADA,0,13405.24,0,0,0,203.22,0,13014.8,0,0,0,197.3,2020,6
14,Lunetterie New Look                               ,112299,QUE1 ,west,6/19/2020,0,112.01,0,0,0,0,112.01,12,IRIS #688,0,185.39,21.09,0,0,0,0,179.99,20.48,0,0,0,2020,6
612,FYIdoctors                                        ,187619,BC1  ,Quebec,6/19/2020,0,98.76,0,0,0,0,98.76,10,VISIQUE BLAINVILLE,0,107.14,0,0,0,0,0,104.02,0,0,0,0,2020,6
    ,,215941,BC1  ,west,6/19/2020,25.81,0,0,0,0,8.43,34.24,12,NEWTON INSURANCE SERVICES,38.54,0,0,0,0,19.66,37.42,0,0,0,0,19.09,2020,6
612,FYIdoctors                                        ,116081,BC1  ,Quebec,6/19/2020,0,177.36,0,0,0,0,177.36,15,VISIQUE LAVAL EST,0,166.08,0,0,0,0,0,161.24,0,0,0,0,2020,6
612,FYIdoctors                                        ,96364,BC1  ,west,6/19/2020,0,131.96,0,0,0,0,131.96,15,FYI EYE CARE SERVICES AND PRODUCTS,0,345.55,48.67,0,0,0,0,335.49,47.25,0,0,0,2020,6
56,Essilor                                           ,240887,QUE1 ,central,6/19/2020,0,1863.02,0,0,0,33.99,1897.01,101,VISION RX LAB CANADA INC.,0,4558.82,169.25,0,0,0,0,4426.04,164.32,0,0,0,2020,6
537,Bego Canada                                       ,179923,QUE2 ,Quebec,6/19/2020,0,150.28,0,0,0,4.25,154.53,14,LABORATOIRE DENTEC INC.,0,545.62,0,0,0,34.14,0,529.73,0,0,0,33.15,2020,6
429,Regard Securite                                   ,211757,QUE1 ,Quebec,6/19/2020,20.71,2734.12,0,0,0,10.16,2764.99,40,GROUPE REGARD SECURITE,49.3,5161.88,0,0,0,6.7,47.86,5011.53,0,0,0,6.5,2020,6
612,FYIdoctors                                        ,174435,BC1  ,west,6/19/2020,0,178.96,0,0,0,0,178.96,15,FYI EYE CARE SERVICES AND PRODUCTS,0,472.12,0,0,0,0,0,458.37,0,0,0,0,2020,6
230,CENTENNIAL OPTICAL LTD.                           ,236831,CORP1,central,6/19/2020,0,1008.02,0,0,0,0,1008.02,147,CENTENNIAL OPTICAL,0,4357.54,0,0,0,0,0,4230.62,0,0,0,0,2020,6
713,C. S. Optical Inc                                 ,212995,ONTA ,central,6/19/2020,0,2976.29,0,1536.17,0,79.82,4592.28,30,C.S. OPTICAL INC,0,5738.48,0,2732.1,0,122.67,0,5571.34,0,2652.52,0,119.1,2020,6
    ,,1769,ONTA ,central,6/19/2020,5.93,111.02,0,0,0,7.71,124.66,12,W.A. JOHNSTON INSURANCE AGENCY,24.76,126.6,0,0,0,4.61,24.04,122.91,0,0,0,4.48,2020,6
14,Lunetterie New Look                               ,116022,QUE1 ,Quebec,6/19/2020,0,107.48,0,0,0,0,107.48,9,IRIS LES SAULES INC.#009,0,108.08,0,0,0,0,0,104.93,0,0,0,0,2020,6
78,Laboratorie Dentaire Concorde                     ,99947,QUE1 ,Quebec,6/19/2020,0,2101.08,0,0,0,38.02,2139.1,119,LABORATOIRE DENTAIRE CONCORDE,0,4021.44,0,0,0,26.47,0,3904.31,0,0,0,25.7,2020,6
570,Belmonda                                          ,222882,QUE1 ,Quebec,6/19/2020,0,3254.85,0,240.06,0,234.65,3729.56,37,BELMONDA,0,3874.66,0,34.05,0,150.59,0,3761.81,0,33.06,0,146.2,2020,6
56,Essilor                                           ,126048,QUE1 ,Quebec,6/19/2020,0,181.55,0,0,0,3.24,184.79,48,ESSILOR CANADA,0,1307.31,11.62,0,0,0,0,1269.23,11.28,0,0,0,2020,6
    ,,248459,QUE1 ,Quebec,6/19/2020,0,430.66,0,0,0,0,430.66,32,MORPHO DENTAL DESIGN,0,477.02,0,0,0,0,0,463.13,0,0,0,0,2020,6
56,Essilor                                           ,99252,QUE1 ,west,6/19/2020,0,454.55,0,0,0,12.96,467.51,41,ESSILOR CANADA,0,880.09,0,0,0,0,0,854.46,0,0,0,0,2020,6
56,Essilor                                           ,232172,QUE1 ,central,6/19/2020,1.09,621.34,0,0,0,3.82,626.25,102,RIVERSIDE OPTICAL LAB,0,1214.97,0,0,0,144.92,0,1179.58,0,0,0,140.7,2020,6
612,FYIdoctors                                        ,245904,BC1  ,central,6/19/2020,0,114.96,0,0,0,0,114.96,9,FYIDOCTORS-TORONTO,0,222.66,0,0,0,0,0,216.17,0,0,0,0,2020,6
    ,,99478,ONTA ,central,6/19/2020,0,1032.35,0,0,0,25.24,1057.59,26,L.H.M. DENTAL STUDIOS LTD,0,2848.07,0,0,0,11.33,0,2765.12,0,0,0,11,2020,6
612,FYIdoctors                                        ,174428,BC1  ,west,6/19/2020,0,282.16,0,0,0,0,282.16,22,FYI EYE CARE SERVICES AND PRODUCTS,0,479.16,0,0,0,0,0,465.2,0,0,0,0,2020,6
    ,,223351,WEST ,west,6/19/2020,0,0,0,0,0,0,0,2,OPTICIANS ASSOCIATION OF CANADA,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
257,Bernafon Canada Ltd                               ,232542,CORP2,central,6/19/2020,0,98.84,0,0,0,0,98.84,11,OTICON MEDICAL,0,203.39,0,0,0,0,0,197.47,0,0,0,0,2020,6
225,Beltone Electronics                               ,168875,CORP1,central,6/19/2020,0,952.95,0,0,0,275.44,1228.39,110,G.N. HEARING CARE CANADA,0,5332.34,0,0,0,4.38,0,5177.03,0,0,0,4.25,2020,6
    ,,22559,QUE2 ,Quebec,6/19/2020,0,185.77,0,0,0,53.6,239.37,4,EGR,308.96,0,0,0,0,0,299.96,0,0,0,0,0,2020,6
44,Cameo Cartier (GR Aspex) (Air)                    ,99410,QUE1 ,Quebec,6/19/2020,0,2088.16,0,1418.27,0,231.27,3737.7,19,OPTICASET INC.,0,4294.59,0,5352.27,0,282.22,0,4169.5,0,5196.38,0,274,2020,6
692,Nanco                                             ,112942,QUE1 ,Quebec,6/19/2020,28.52,1345,0,102.22,0,0,1475.74,17,NANCO,43.9,1652.24,0,45.76,0,6.7,42.62,1604.12,0,44.43,0,6.5,2020,6
779,Abutment Direct                                   ,232501,ONTA ,central,6/19/2020,0,4423.95,0,234.44,0,55.72,4714.11,20,ABUTMENT DIRECT INC.,0,8150.65,0,50.1,0,6.7,0,7913.25,0,48.64,0,6.5,2020,6
188,Bausch & Lomb Canada Inc                          ,232570,CORP2,central,6/19/2020,0,8525.19,0,0,0,11,8536.19,48,BAUSCH AND LOMB SURGICAL,0,16908.98,0,0,0,105.06,0,16416.49,0,0,0,102,2020,6
758,OGI LLC International                             ,235488,ONTA ,central,6/19/2020,0,1986.69,0,0,0,178.21,2164.9,15,OGI LLC INTERNATIONAL,0,5472.8,0,0,0,239.99,0,5313.4,0,0,0,233,2020,6
680,Caley Orthodontic Laboratory Ltd                  ,99701,ONTC ,central,6/19/2020,0,225.58,0,0,0,0,225.58,21,CALEY ORTHO LAB. LTD.,0,1356.47,0,0,0,0.88,0,1316.96,0,0,0,0.85,2020,6
602,Siemens Hearing Instruments Inc. (Inbound)        ,230540,CORP1,central,6/19/2020,0,47.75,0,0,0,0,47.75,7,HELIX HEARING CARE CENTRE,0,121.41,0,0,0,0,0,117.87,0,0,0,0,2020,6
62,C.O.S.                                            ,115863,QUE1 ,Quebec,6/19/2020,0,10996.14,0,0,0,550.12,11546.26,58,C.O.S.,118.49,26998.92,0,370.84,0,615.69,115.04,26212.54,0,360.04,0,597.76,2020,6
224,B.M. Optical Lab Limited                          ,99358,ONTA ,central,6/19/2020,0,1428.41,0,0,0,127,1555.41,127,B & M OPTICAL,0,3517.41,0,0,0,0,0,3414.96,0,0,0,0,2020,6
    ,,179931,ONTA ,central,6/19/2020,0,596.08,0,0,0,8.25,604.33,21,CHROME-TECH SERVICES,0,1365.07,0,0,0,0,0,1325.31,0,0,0,0,2020,6
850,Alcon Canada                                      ,99150,CORP2,central,6/19/2020,0,563.53,0,0,0,27.24,590.77,37,ALCON CANADA INC.,0,1186.47,0,0,0,51.09,0,1151.91,0,0,0,49.6,2020,6
993,Home Trust Company                                ,222514,ONTA ,central,6/19/2020,858.66,2307.92,0,0,0,101.9,3268.48,29,HOME TRUST COMPANY,1524.81,5364.09,0,0,0,112.27,1480.4,5207.85,0,0,0,109,2020,6
